Dates,AAPL.O,AMGN.O,AXP,BA,CAT,CRM,CSCO.O,CVX,DIS,DOW,GS,HD,HON.O,IBM,INTC.O,JNJ,JPM,KO,MCD,MMM,MRK,MSFT.O,NKE,PG,TRV,UNH,V,VZ,WBA.O,WMT
08/09/2015,28.08,154.56,75.49,133.82,74.3,70.76,26.3,76.84,104.01,NULL,185.88,116.43,95.01878514,140.6287957,29.5,93.94,63.16,38.9,96.78,143.43,50.24128494,43.89,55.875,69.98,99.65,116.09,70.53,45.88,90.09,66.38
09/09/2015,27.54,151.08,75.12,132.65,72.96,69.03,25.94,74.92,101.91,NULL,185.68,113.97,94.11438833,138.5465382,29.24,92.22,62.18,38.3,95.43,140.86,49.51660518,43.07,54.93,68.48,98.48,115.08,69.6,45.39,88.94,65.12
10/09/2015,28.14,153.14,75.31,133.55,72.42,69.74,26.26,75.66,102.6,NULL,185.91,114.49,94.77126601,139.6449768,29.27,92.72,62.66,38.42,95.25,140.78,50.26989072,43.29,55.19,68.32,99.09,116.77,70.23,45.46,89.38,64.12
11/09/2015,28.55,153.21,75.5,134.67,72.63,70.05,26.02,75.79,104.48,NULL,185.27,115.44,94.83790578,140.7625187,29.47,92.93,62.56,38.13,97.41,141.26,49.66916934,43.48,55.91,68.42,99.49,118.7,70.76,45.73,90.4,64.65
14/09/2015,28.83,151,75.14,134.43,72.77,69.89,25.7,75.77,103.82,NULL,183.94,114.73,94.45710712,139.1196366,29.39,93.32,62.38,38.1,96.97,140.81,49.90755084,43.04,55.945,68.06,99.28,117.8,70.01,45.65,90.17,64.28
15/09/2015,29.07,152.14,76.5,136.3,74.58,71.27,25.98,77.17,103.43,NULL,187.45,116.18,95.50430343,140.9153449,29.73,94.4,63.58,38.5,98.19,143.6,51.0613173,43.98,56.92,69.45,100.86,120.03,70.51,46.37,90.92,64.32
16/09/2015,29.10,151.18,77.32,137.2,75.64,71.88,26.07,79.02,103.96,NULL,188.64,117.82,96.11358128,141.7558892,29.77,94.61,64.14,39.15,98.69,144.2,51.36644562,44.3,57.79,70.1,101.91,121.15,70.99,46.19,90.91,64.69
17/09/2015,28.48,153.91,77.06,137.45,74.06,72.32,25.88,79.41,104.2,NULL,186.45,117.91,95.70422272,141.497995,29.71,94.84,62.65,39.38,97.84,142.95,51.45226296,44.25,57.635,70.24,101.66,123.26,70.96,45.23,89.68,64.47
18/09/2015,28.36,150.59,75.95,136.09,71.86,71.4,25.54,77.74,102.84,NULL,180.94,115.12,93.33375108,138.0307496,29.02,93.39,60.94,38.98,97.05,139.62,49.70731038,43.48,57.525,69.94,99.66,122.47,69.79,44.57,86.49,63.34
21/09/2015,28.80,147.09,76.74,136.02,72.16,72.14,25.54,78.09,103.41,NULL,183.35,116.58,93.04815208,139.9124227,29.16,93.13,61.45,39.19,97.9,140.04,48.61075548,44.11,58.28,70.65,100.52,123.94,70.78,44.8,88.25,63.72
22/09/2015,28.35,145.93,75.71,133.99,71.68,71.65,25.14,77.25,102.49,NULL,179.72,115.8,91.42975779,137.9543365,28.67,93.24,60.91,38.79,97.2,138.02,48.38190924,43.9,57.985,70.19,98.98,122.93,70.25,44.43,86.71,63.59
23/09/2015,28.58,145.72,75.63,131.67,70.2,71.99,25.28,76.12,101.57,NULL,179.41,116.17,90.04936265,137.2188602,28.74,92.99,60.64,38.76,97.38,137.66,48.65843178,43.87,57.715,70.26,99.08,123.28,70.95,43.98,87.44,63.72
24/09/2015,28.75,143.51,74.69,129.75,65.8,71.71,25.41,76.89,100.62,NULL,176.91,116.34,89.12592591,137.9352332,28.48,92.48,60.22,39.15,97.29,137.58,48.23888034,43.91,57.395,71.36,98.86,121.09,70.24,44.09,85.75,63.83
25/09/2015,28.68,138.53,75.1,131.01,64.98,72.44,26.025,77.7,100.3,NULL,179.83,116.74,89.03072624,138.8999489,28.81,91,61.47,39.62,97.59,139.56,47.2948896,43.94,62.5,72.67,99.91,116.37,70.69,44.22,85.32,63.78
28/09/2015,28.11,132.24,73.34,128.13,63.79,69.04,25.66,75.77,98.49,NULL,173.02,114.1,87.19337272,136.1299733,28.76,91.37,59.98,39.53,95.96,138.38,46.16972892,43.29,61.07,71.77,99.08,112.7,67.2,43.74,82.63,63.66
29/09/2015,27.27,133.82,73.1,128.75,64.31,68.38,25.64,76.25,99.42,NULL,171.86,112.91,88.0787296,136.0822151,29.24,93.04,59.84,39.66,97.48,141.55,46.3890399,43.44,59.835,72.28,99.47,114.22,68.53,43.53,82.06,63.78
30/09/2015,27.58,138.32,74.13,130.95,65.36,69.43,26.25,78.88,102.2,NULL,173.76,115.49,90.14456232,138.4701251,30.14,93.35,60.97,40.12,98.53,141.77,47.09464914,44.26,61.485,71.94,99.53,116.01,69.66,43.51,83.1,64.84
01/10/2015,27.40,140.23,73.89,130.61,64.39,72.91,25.73,78.34,102.67,NULL,176.02,117.03,90.16360225,137.1519988,30,93.17,61.42,39.8,98.78,140.8,47.07557862,44.61,61.915,71.95,98.34,116.61,69.99,42.96,84.63,64.27
02/10/2015,27.60,142.47,74.41,132.56,65.7,73.93,25.76,81.55,103,NULL,177.01,117.81,91.90575611,138.0976111,30.51,93.93,60.81,40.39,99.79,143.2,47.80979364,45.57,62.605,72.42,100.03,118.83,70.67,42.84,87.11,64.98
05/10/2015,27.70,143.8,77.3,134.02,69.18,75.27,26.85,84.03,103.85,NULL,180.7,119.2,93.65742994,142.3576426,31.21,94.76,62.02,41.01,101.17,146.32,48.84913698,46.63,62.135,73.22,101.86,119.65,72.23,44,87.96,65.87
06/10/2015,27.83,141.22,76.91,134.63,70.82,74.42,27.23,86.99,103.77,NULL,180.32,118.68,93.49559051,142.1092999,31.74,93.42,62.05,40.96,101.9,145.79,47.4855948,46.75,61.595,73.4,101.07,116.05,72.08,44.06,84.1,65.68
07/10/2015,27.70,148.05,77.18,137.02,70.38,75,27.54,88.12,103.39,NULL,182.23,119.65,94.71414621,143.3605648,32.315,94.98,62.13,41.52,101.77,147.54,48.5821497,46.8,61.05,73.72,102.17,116.43,73.22,43.85,84.44,66.36
08/10/2015,27.38,149.9,77.18,139.04,71.84,75.09,27.91,89.91,104.61,NULL,181.07,121.06,96.21830091,145.4523739,32.52,95.08,62.13,41.98,102.95,149.48,48.64889652,47.45,62.455,74.4,103.09,116.08,73.9,44.23,84.28,66.88
09/10/2015,28.03,149.59,77.33,139.7,71.3,75.25,27.91,89.57,105.56,NULL,179.19,121.33,96.30398061,145.557442,32.14,95.37,61.93,42.02,102.76,149.9,48.5821497,47.11,62.47,74.48,102.94,119.27,73.98,44.16,85.37,66.69
12/10/2015,27.90,153.03,77.31,140.68,70.5,75.88,27.96,88.74,106.35,NULL,180.23,121.9,96.62765947,144.363487,32.21,95.99,61.72,42,103.24,150.06,48.35330346,47,63.215,74.33,103.72,122.51,74.99,44.3,86.21,66.93
13/10/2015,27.95,147.58,76.6,140.29,70.17,76.63,27.85,88.38,106.59,NULL,180.97,121.61,95.02830511,142.9116377,32.04,95.45,61.55,41.65,103.38,149.11,47.17093122,46.89,62.905,74.11,103.31,123.99,75,44.36,85.14,66.73
14/10/2015,27.55,147.81,76.17,134.22,70.71,75.58,27.82,89.76,105.73,NULL,179.51,120.27,93.54319034,143.2841516,32.8,94.53,59.99,41.68,102.82,148.32,47.23767804,46.68,62.92,74.21,102.77,122.07,74.2,43.99,84.03,60.03
15/10/2015,27.97,152.54,76.74,137.39,70.83,77.7,28.15,90.72,107.89,NULL,184.96,121.81,93.77166954,143.3605648,32.75,97.15,61.89,41.92,103.66,149.19,48.36283872,47.01,64.395,74.27,104.96,120.17,75.34,44.67,87.26,59.33
16/10/2015,27.76,152.61,77.21,137.6,69.68,78.77,28.25,91.29,108.24,NULL,185.18,122.74,92.37223447,143.647114,33.04,98.24,62.43,42.02,104.82,148.7,49.08751848,47.51,65.235,74.9,105.9,119.98,76,44.7,88.14,58.89
19/10/2015,27.93,154.47,77,138.42,69.27,77.93,28.25,90.03,109.47,NULL,185.74,123.1,92.51503396,142.5295721,33.59,97.94,62.22,41.99,104.49,148,49.0112364,47.62,66.605,75.16,106.32,120.73,76.99,44.7,88.46,58.85
20/10/2015,28.44,150.45,76.95,138.88,70.27,77.53,28.5,89.99,109.84,NULL,185.51,122.85,93.56223027,134.334265,33.44,97.59,62.52,42.29,103.84,149.11,48.04817514,47.77,66.185,74.43,108.95,120.42,76.28,45.24,88.74,58.75
21/10/2015,28.44,150.09,76.51,141.19,69.67,75.83,28.28,89.33,110.09,NULL,179.7,123.3,94.02870863,134.6017109,33.37,97.63,62.06,42.19,102.54,149.82,48.23888034,47.2,66.235,73.59,110.7,118.11,75.46,44.86,88.04,58.64
22/10/2015,28.88,152.31,72.5,146.31,70.88,77.37,29.01,91.62,113.25,NULL,183.56,124.36,97.65581585,137.6295808,34.4,99.53,63.19,43.24,110.87,156,49.59288726,48.03,66.205,74.85,112.32,113.81,76.42,45.89,88.63,58.9
23/10/2015,29.77,155.75,74.59,146.7,71.75,78.56,29.35,91.24,113.09,NULL,185.5,124.61,98.179414,138.1931275,34.9,100.31,63.87,42.79,112.59,155.79,50.42245488,52.87,65.265,77.03,112.28,115.92,77.07,46.16,89.96,58.3
26/10/2015,28.82,158.58,74.19,146.7,71.52,78.22,28.95,88.77,113.52,NULL,187.01,125.01,97.84621518,137.2188602,34.59,99.94,63.9,42.59,112.18,156.54,50.45106066,54.25,65.69,77.49,112.77,116.53,78.18,46.36,89.48,58.02
27/10/2015,28.64,161.98,74.01,148.46,70.39,77.75,29.05,87.7,113.77,NULL,186.31,124.47,97.53205628,131.678909,34.47,100.19,63.64,42.61,111.64,156.73,50.98503522,53.69,65.41,77.29,113.41,119.37,77.52,46.17,95.16,57.48
28/10/2015,29.82,162.67,74.45,147.88,71.97,78.53,29.36,89.79,114.34,NULL,191.32,123.82,98.60781249,134.5157461,34.71,100.48,65.5,42.73,112.94,158.08,52.5392826,53.98,65.645,76.51,114.26,119.78,78.87,46.48,84.95,57.64
29/10/2015,30.13,160.58,74.22,147.18,71.97,78.14,29.14,89.89,115.04,NULL,189.89,123.63,97.99853464,134.2483002,34.03,101.37,65.21,42.79,112.62,157.61,52.31997162,53.36,65.56,77.02,114.29,119.71,78.51,46.4,83.88,57.96
30/10/2015,29.88,158.18,73.26,148.07,72.99,77.71,28.85,90.88,113.74,NULL,187.5,123.64,98.3222135,133.7993731,33.86,101.03,64.25,42.35,112.25,157.21,52.11973116,52.64,65.515,76.38,112.89,117.78,77.58,46.88,84.68,57.24
02/11/2015,30.30,162.31,73.94,148.4,74.34,79.2,28.77,94.96,115.04,NULL,189.68,124.41,99.17901048,134.0763707,34.11,102.17,65.54,42.24,112.11,159.92,52.54881786,53.24,65.595,76.6,113.87,118.69,75.22,46.78,86.55,57.61
03/11/2015,30.64,162.46,74.03,148.09,74.75,78.63,28.61,98.14,115.54,NULL,190.69,125.66,98.67445226,135.5186683,34.31,101.96,65.78,42.16,112.08,158.75,52.54881786,54.15,65.7,77.05,113.69,117.66,77.9,46.45,88.23,58.11
04/11/2015,30.50,161.88,74.07,148.19,74.55,78.39,28.47,96.77,113.25,NULL,191.65,125.38,98.4078932,135.2798773,34.15,101.94,65.85,41.97,112.4,158.91,52.94929878,54.4,65.18,77.06,114.08,114.64,78.35,46.14,87.48,58.37
05/11/2015,30.23,161.22,73.93,147.97,74.22,78.71,28.43,94.55,113,NULL,192.02,125.72,98.62685242,133.617892,34,102.33,66.44,42.33,112.85,158.99,52.4916063,54.38,65.93,76.39,113.97,116.23,79.26,46.2,85.95,58.61
06/11/2015,30.27,160.46,74.3,147.94,73.84,79.41,28.45,94.03,115.67,NULL,199.17,125.98,99.00765108,132.051423,33.84,101.92,68.46,41.96,113.31,159.26,52.07205486,54.92,65.89,75.57,113.1,114.81,78.75,45.78,84.67,58.78
09/11/2015,30.14,159.63,73.42,145.98,71.89,78.22,28.18,92.32,116.42,NULL,196.76,124.5,97.77957541,129.2432408,33.35,100.84,67.39,41.54,112.93,157.47,51.71925024,54.16,65.24,75.4,112.83,114.26,78.04,45.3,83.48,58.49
10/11/2015,29.19,158.37,73.37,145.15,72.43,78.25,27.98,93.23,117.42,NULL,197.81,125.26,97.48445645,129.3960671,33.21,101.45,67.68,41.77,113.22,157.59,51.90042018,53.51,65,75.77,114.05,115.89,79.48,45.1,83.53,58.68
11/11/2015,29.03,156.86,72.91,144.99,71.91,78.71,27.82,92.19,116.52,NULL,197.39,124.71,98.30317357,128.9662433,32.86,101.86,67.35,42.04,113.85,159.05,51.22341672,53.65,63.71,75.96,114.38,114.54,79.18,45.32,81.82,57.58
12/11/2015,28.93,150.98,71.98,142.54,68.66,78.3,27.83,89.86,116.21,NULL,192.77,123.81,97.07509789,127.0750186,32.4,100.27,66,41.58,112.11,156.3,50.56548378,53.32,62.99,74.66,112.31,112.82,78.31,44.83,80.4,56.95
13/11/2015,28.09,151.55,71.2,142.59,69.63,75.6,26.21,88.68,114.84,NULL,190.39,120,96.22782088,125.842857,32.11,99.88,65.56,41.38,109.97,155.65,50.56548378,52.84,60.93,73.96,112,111.41,78.11,44.23,79.17,56.42
16/11/2015,28.54,154.5,71.66,144.42,70.39,76.26,26.79,91.45,115.92,NULL,192.16,120.84,98.01757457,127.7149784,32.1,101.22,66.51,41.96,111.06,158.21,51.2043462,53.765,61.73,75.3,112.89,113.82,78.9,45.04,81.84,57.87
17/11/2015,28.42,157.6,71.11,146.08,69.39,77.24,26.81,91.03,116.13,NULL,190.57,126.18,97.37973682,127.8200465,32.64,101.5,66.13,41.67,110.94,157.03,51.21388146,52.97,61.29,75.07,112.74,114.39,78.83,45.08,82.97,59.92
18/11/2015,29.32,160.92,72.15,148.28,70.32,77.35,27.12,92.21,118.14,NULL,193.66,126.54,99.06477088,129.7303745,33.16,102.67,67.45,42.28,112.53,157.39,51.70971498,53.85,62.89,75.9,114.68,117.25,80.46,45.38,84.58,60.93
19/11/2015,29.70,159.49,72.74,149.24,70.02,80.64,27.37,90.83,118.71,NULL,193.03,126.86,99.99772759,130.6091254,34.3,102.49,67.66,43.11,113.3,158.38,51.75739128,53.94,62.89,76.22,115.02,110.63,80.15,45.76,82.83,60.7
20/11/2015,29.83,159.91,72.42,149.4,71.14,80.99,27.57,89.01,120.07,NULL,191.47,130.21,100.5594056,132.290214,34.66,102.48,67.54,42.43,113.91,158.95,51.5857566,54.19,66.325,75.82,115.83,112.97,80.19,45.39,81.83,60.07
23/11/2015,29.44,162.47,72.24,148.34,71.02,80.78,27.43,90.01,119.42,NULL,189.19,132.5,99.5693291,132.2520074,34.48,102.77,66.88,42.96,114.47,158.65,51.49993926,54.19,66.23,75.97,115.63,112.16,80.11,44.99,81.91,60.26
24/11/2015,29.72,162.78,71.63,148.65,71.4,80.39,27.27,91.35,117.95,NULL,188.67,133.6,98.21749387,132.3857304,34.36,102.04,66.78,43.36,114.28,157.75,50.99457048,54.25,66.255,76.45,115.44,113.19,79.79,45.19,82.93,59.92
25/11/2015,29.51,163.95,71.69,147.43,71.49,80.41,27.24,90.87,118.67,NULL,189.15,134.65,98.65541232,131.812632,34.45,101.96,66.86,43.36,114.4,157.63,51.22341672,53.69,67.065,75.9,114.8,114.41,79.56,44.92,83.4,60.24
27/11/2015,29.45,163.52,71.85,146.95,71.22,79.97,27.32,90.37,115.13,NULL,190.47,134.74,99.06477088,132.2520074,34.46,102.37,67.17,43.15,114.23,157.99,51.45226296,53.93,67.165,75.7,114.85,114.34,79.84,45.23,84.18,59.89
30/11/2015,29.58,161.1,71.64,145.45,72.65,79.69,27.25,91.32,113.47,NULL,190.02,133.88,98.96005125,133.1689649,34.77,101.24,66.68,42.62,114.16,156.58,50.54641326,54.35,66.14,74.84,114.57,112.71,79.01,45.45,84.03,58.84
01/12/2015,29.34,161.98,72.2,147.74,71.56,81.01,27.57,92.48,115.39,NULL,193.07,134.43,99.15045058,134.9455699,35.09,102.36,67.61,42.89,114.45,156.9,52.03391382,55.22,66.655,75.94,115.68,116.26,79.91,45.58,83.99,58.99
02/12/2015,29.07,160.52,71.2,146.96,71.03,80.88,27.44,90.25,114,NULL,190.26,133.81,98.1508541,133.4364108,34.83,102.05,66.66,42.77,113.72,155.7,51.31876932,55.21,66.325,75.79,114.71,117.64,79.04,44.92,83.31,58.35
03/12/2015,28.80,154.65,70.42,145.56,69.64,79.93,26.95,88.85,111.89,NULL,185.2,130.93,97.48445645,132.6913829,34.04,100.79,65.8,42.46,113.39,154.38,50.14593234,54.2,64.56,75.74,111.29,115,78.29,44.56,81.94,59.04
04/12/2015,29.76,161.43,71.1,148.5,69.98,82.14,27.48,89.71,114.24,NULL,189.99,134.53,99.53124924,134.1336805,34.935,102.95,67.89,43.29,116.2,158.22,51.14713464,55.91,66.165,77.83,114.06,117.74,80.4,45.71,84.62,59.66
07/12/2015,29.57,158.3,70.61,148.45,68.36,80.68,27.49,87.28,113.83,NULL,185.49,133.93,99.17901048,133.2931362,34.985,103.32,67,43.2,116.42,157.75,51.18527568,55.81,65.8,78.37,113.59,115.91,79.55,46.06,84.87,60.5
08/12/2015,29.56,159.35,69.91,144.99,66.54,81.08,27.15,86.44,112.48,NULL,182.92,133.84,97.73197558,131.8603902,34.75,102.42,65.96,43.01,116.53,156.79,50.98503522,55.79,65.85,77.75,112.37,115.88,79.07,45.7,83.66,59.61
09/12/2015,28.91,157.89,69.86,144.24,65.91,79.71,26.73,87.6,111.47,NULL,180.71,131.9,96.99893816,130.484954,34.81,102.15,65.46,42.66,116.58,156.05,50.36524332,54.98,64.42,77.7,111.04,115.05,77.88,45.36,83.34,59.13
10/12/2015,29.04,159.67,70.11,146.41,66.38,79.38,26.77,89.3,110.76,NULL,182.11,132.54,96.8751786,130.6473319,34.77,102.64,65.61,42.76,117.2,157.52,51.19481094,55.27,64.32,77.79,110.99,116.21,78.12,45.32,83.42,59.56
11/12/2015,28.30,155.15,68.86,144.62,65.43,76.87,26.16,86.44,108.04,NULL,176.56,130.44,93.51463044,128.5364195,34.27,101.68,64.07,42.27,116.08,154.83,49.7263809,54.06,63.145,77.78,109.76,115.98,76.11,44.82,81.71,59.36
14/12/2015,28.12,158.11,68.83,143,66.12,76.99,26.49,89.33,109.35,NULL,176.4,132.01,94.22862792,129.8354425,34.47,102.15,64.27,42.45,116.26,157.63,49.7740572,55.14,63.93,78.29,111.03,115.85,76.87,45.45,82.56,60.39
15/12/2015,27.62,162.615,70.15,146.53,66.75,77.37,26.85,92.76,112.16,NULL,182.01,131.29,93.74310964,131.6120476,35.18,104.13,66.1,43.07,116.93,148.13,50.4415254,55.2,64.305,79.68,113.18,117.61,78.62,45.55,82.11,59.64
16/12/2015,27.84,164.58,70.71,148.11,67.72,78.89,27.235,93.44,113.79,NULL,186.21,132.9,99.08381081,133.0447936,35.3,105.25,67.53,43.84,117.84,149.95,51.50947452,56.13,65.465,80.99,114.54,118.83,79.86,46.51,84.71,60.3
17/12/2015,27.25,161.43,69.57,145.56,64.9,78.43,26.72,90.54,112.01,NULL,182.61,131.35,97.39877675,130.618677,34.91,103.64,66.28,43.49,117.5,148.85,50.21267916,55.7,65.11,80.29,113.27,119.22,78.69,46.1,83.34,58.98
18/12/2015,26.51,158.8,67.87,139.58,65.11,77.03,26.27,89.81,107.72,NULL,175.49,130.29,96.94181836,128.8516236,33.865,101.95,64.4,42.5,116.66,146.92,49.24008264,54.13,64.26,78.13,110.13,115.82,76.32,45.56,82.51,58.85
21/12/2015,26.83,159.28,68.4,140.9,65.24,77.29,26.635,89.24,106.59,NULL,177.75,131.31,97.67485578,129.424722,34.24,101.58,65.54,42.78,117.69,147.48,49.45939362,54.83,64.9,78.95,110.94,117.41,77.17,45.9,84.89,59.55
22/12/2015,26.81,162.3,68.85,142.38,68.41,77.86,26.89,90.27,106.74,NULL,180.05,131.88,99.15997055,131.7457705,34.73,102.71,65.68,43.29,117.72,148.97,49.6787046,55.35,65.925,79.6,112.48,117.44,77.38,46.34,86.01,60.54
23/12/2015,27.15,162.72,69.97,144.06,69.89,78.04,27.4,93.81,105.56,NULL,182.95,133.11,99.92156786,132.3284206,35,103.49,66.73,43.67,118.8,151.16,50.51780748,55.82,64.355,79.92,113.21,118.69,78.56,46.95,86.05,61.09
24/12/2015,27.01,163.55,70.16,143.53,69.38,77.83,27.38,92.05,105.86,NULL,182.47,132.9,99.6264489,132.051423,34.98,103.72,66.6,43.54,118.57,151.19,50.3938491,55.67,63.18,79.79,113.27,118.34,78.26,46.71,86.46,60.83
28/12/2015,26.71,161.73,69.76,144.54,68.58,78.2,27.31,90.36,107.25,NULL,181.62,132.68,99.32180998,131.440118,34.93,103.22,66.38,43.49,118.75,151.22,50.38431384,55.95,63.81,79.92,113.48,118.33,78.53,46.75,85.84,60.75
29/12/2015,27.19,164.44,70.55,147.35,69.19,79.44,27.77,91.25,107.08,NULL,183.53,133.7,100.2833266,133.5128239,35.44,104.03,67.07,43.71,120.07,152.89,50.86107684,56.55,64.26,80.36,115.02,119.82,79.21,47.21,86.82,61.61
30/12/2015,26.83,163.29,70.16,146.41,68.69,79.14,27.53,90.09,106.34,NULL,182.01,133.35,99.44556954,133.0925518,34.99,103.78,66.59,43.57,119.43,151.91,50.7752595,56.31,63.25,80.07,114.29,118.92,78.35,46.77,86.39,61.68
31/12/2015,26.32,162.33,69.55,144.59,67.96,78.4,27.155,89.96,105.08,NULL,180.23,132.25,98.59829253,131.4496697,34.45,102.72,66.03,42.96,118.14,150.64,50.36524332,55.48,62.5,79.41,112.86,117.64,77.55,46.22,85.155,61.3
04/01/2016,26.34,158.34,67.59,140.5,67.99,76.71,26.41,88.85,102.98,NULL,177.14,131.07,97.64629588,129.8545458,33.99,100.48,63.62,42.4,117.58,146.82,50.04104448,54.8,61.52,78.37,109.97,116.46,75.7,45.87,83.05,61.46
05/01/2016,25.68,158.17,66.55,141.07,67.28,77.05,26.29,89.61,100.9,NULL,174.09,130.43,98.44597306,129.7590294,33.83,100.9,63.73,42.55,119.2,147.46,50.6799069,55.05,62.38,78.62,110.47,116.68,76.27,46.5,80.87,62.92
06/01/2016,25.18,156.72,64.42,138.83,66.22,76.29,26.01,86.07,100.36,NULL,169.84,129.08,97.33213699,129.1095179,33.08,100.39,62.81,42.32,118.4,144.49,49.98383292,54.05,61.49,77.86,109.04,115.49,75.27,45.52,79.63,63.55
07/01/2016,24.11,152.98,63.84,133.01,63.94,74.3,25.41,83.02,99.5,NULL,164.62,125.4,94.46662709,126.903089,31.84,99.22,60.27,41.62,115.66,140.97,49.54521096,52.17,59.85,77.18,106.44,112.09,73.79,45.27,81.17,65.03
08/01/2016,24.24,150.705,63.63,129.99,63.29,73.23,24.78,82.13,99.25,NULL,163.94,123.9,93.70502977,125.7282373,31.51,98.16,58.92,41.51,115.48,140.49,48.70610808,52.33,58.87,75.97,105.99,110.16,72.88,44.83,81.05,63.54
11/01/2016,24.63,147.69,64.05,130.21,61.47,73.18,25.27,80.77,99.92,NULL,165.73,125.78,93.6955098,127.2564997,32.06,97.57,58.83,41.58,116.69,140.46,48.8682075,52.3,59.55,76.67,106.79,109.58,73.92,45.09,81.02,64.22
12/01/2016,24.99,150.79,64.4,131.92,61.6,74.46,25.35,82.15,101.46,NULL,165.71,127.49,94.40950729,126.9412956,32.68,98.24,58.96,42.12,117.44,140.86,49.35450576,52.78,59.94,76.51,107.98,112.26,74.76,44.93,81.82,63.62
13/01/2016,24.35,145.46,62.85,128.12,60.89,72.35,24.6,81.33,98.48,NULL,158.99,121.4,92.43887423,125.2888619,31.91,97.02,57.34,41.85,115.12,138.72,48.30562716,51.64,58.78,75.85,106.06,109.23,73.1,44.15,79.93,61.92
14/01/2016,24.88,153.16,63.29,129.2,62.27,73.07,24.66,85.47,99.11,NULL,161.39,119.62,94.00014873,126.9508472,32.74,98.89,58.2,41.88,116.62,141.18,49.3926468,53.11,58.51,76.15,106.98,110.76,73.8,44.87,81.87,63.06
15/01/2016,24.28,151.3,62.91,125.63,59.87,70.86,23.62,83.67,93.9,NULL,155.61,119.23,92.5911937,124.1999749,29.76,97,57.04,41.5,115.18,138.69,48.76331964,50.99,57.56,74.98,105.1,109.27,71.83,44.43,79.93,61.93
19/01/2016,24.17,151.3,62.64,126.06,59.03,70.8,23.85,81.51,93.97,NULL,156.82,119.76,92.65783346,122.36606,29.8,97.5,57.01,41.92,117.5,138.39,48.95402484,50.56,58.32,76.73,105.76,112.58,71.39,44.87,80.7,62.56
20/01/2016,24.20,155.02,63.03,122.14,58.81,70.33,22.9,78.98,92.54,NULL,153.75,116.46,91.62015712,116.396285,29.59,95.75,55.51,41.38,115.78,136.96,48.2007393,50.79,59.04,75.83,103.65,114.79,70.68,44.42,79.45,60.84
21/01/2016,24.08,152.78,62.64,123.4,59.69,69.51,22.9,81.05,94.02,NULL,151.65,120.22,91.94383598,117.3992072,29.66,95.94,55.25,41.39,117.84,137.76,48.55354392,50.48,60.56,76.72,102.7,113.5,71.56,45.87,78.98,61.88
22/01/2016,25.36,156.08,55.06,124.61,60.98,71.55,23.37,83.54,96.9,NULL,156.86,122.76,93.12431182,117.00759,29.925,96.75,56.95,42.06,118.4,139.52,48.9635601,52.29,60.88,77.36,103.14,114.33,72.7,47.04,80.84,62.69
25/01/2016,24.86,153.43,55.02,124.01,57.91,69.92,23.17,80.89,95.29,NULL,151.12,121.71,91.84863631,116.6064211,29.6,96.4,55.66,42.16,119.2,137.57,48.55354392,51.79,60.7,76.85,102.08,113.38,71.74,47.03,78.71,63.45
26/01/2016,25.00,153.78,55.09,128.01,59.16,69.87,23.72,84.12,96.27,NULL,154.45,122.2,93.7811895,117.0935548,29.94,101.18,57.08,42.08,120.43,144.78,49.0589127,52.17,61.11,78.81,103.25,113.96,71.88,48.25,79.44,64
27/01/2016,23.36,150.47,54.52,116.58,58.32,67.43,23.43,83.29,94.32,NULL,153.72,121.57,92.3055947,115.5366374,29.81,102.16,57.04,42.09,120.87,145.55,48.02910462,51.22,59.58,78.8,103.31,112.33,70.91,49.03,78.45,63.95
28/01/2016,23.52,148.35,52.88,118.01,61.08,65.69,23.105,85.92,93.53,NULL,157.06,122.28,93.26711131,116.7401441,29.97,102.27,57.28,42.57,122.38,147.32,46.9134792,52.055,61.2,79.82,104.47,111.38,69.33,49.01,77.61,64.22
29/01/2016,24.34,152.73,53.5,120.13,62.24,68.06,23.79,86.47,95.82,NULL,161.56,125.76,98.24605377,119.1949156,31.02,104.44,59.5,42.92,123.78,151,48.31516242,55.09,62.01,81.69,107.04,115.16,74.49,49.97,79.72,66.36
01/02/2016,24.11,152.75,54.7,121.56,62.7,68.44,23.48,85.29,95.15,NULL,159.65,126.51,97.94141484,119.2331221,30.82,104.37,58.86,43,124.61,148.73,48.3914445,54.71,63.16,81.12,107.01,115.89,74.38,50.76,80.07,67.5
02/02/2016,23.62,150.11,53.66,117.52,60.67,64.52,22.83,81.24,93.12,NULL,151.7,125.27,95.82798229,117.4278622,29.8,103.41,57.03,42.44,123.95,147.87,48.06724566,53,62.55,80.22,106.03,113.88,73.4,49.91,78,66.86
03/02/2016,24.09,150.69,54.11,121.87,63.27,65.34,23.1,84.62,95.14,NULL,152.68,123.79,97.25597726,119.1280541,29.34,104.14,57.41,42.72,121.47,152.52,47.7239763,52.16,62.49,81.1,106.89,112.75,74.38,50.62,76.81,66.27
04/02/2016,24.15,149.91,54.38,123.61,65.96,67.2,23.54,84.79,95.43,NULL,156.49,121.11,97.62725595,121.9266846,29.77,103.9,58.4,42.53,120.66,153.44,46.33182834,52,60.17,80.7,107.49,114.2,73.68,50.43,77.19,66.42
