Dates,AAPL.O,AMGN.O,AXP,BA,CAT,CRM,CSCO.O,CVX,DIS,DOW,GS,HD,HON.O,IBM,INTC.O,JNJ,JPM,KO,MCD,MMM,MRK,MSFT.O,NKE,PG,TRV,UNH,V,VZ,WBA.O,WMT
04/01/2010,7.64,57.7153,40.92,56.18,58.55,18.705,24.69,79.06,32.07,NULL,173.08,28.67,38.41306463,126.5114718,20.88,64.68,42.85,28.52,62.78,83.02,35.28999726,30.95,16.3375,61.12,49.81,31.53,22.035,31.10788096,37.3,54.23
05/01/2010,7.66,57.22,40.83,58.02,59.25,18.625,24.58,79.62,31.99,NULL,176.14,28.88,38.48922436,124.9832094,20.87,63.93,43.68,28.175,62.3,82.5,35.43302616,30.96,16.4025,61.14,48.63,31.48,21.7825,31.16396488,37,53.69
06/01/2010,7.53,56.79,41.49,59.78,59.43,18.5925,24.42,79.63,31.82,NULL,174.26,28.78,38.48922436,124.17132,20.8,64.45,43.92,28.165,61.45,83.67,35.90978916,30.77,16.3025,60.85,47.94,31.79,21.49,29.83664544,36.72,53.57
07/01/2010,7.52,56.27,41.98,62.2,59.67,18.51,24.53,79.33,31.83,NULL,177.67,29.12,39.23178174,123.7414962,20.6,63.99,44.79,28.095,61.9,83.73,35.96700072,30.452,16.4625,60.52,48.63,33.01,21.69,29.65904636,36.94,53.6
08/01/2010,7.57,56.77,41.95,61.6,60.34,18.5375,24.66,79.47,31.88,NULL,174.31,28.98,40.09809869,124.9832094,20.83,64.21,44.68,27.575,61.84,84.32,35.9479302,30.66,16.43,60.44,48.56,32.7,21.75,29.677741,36.99,53.33
11/01/2010,7.50,57.02,41.47,60.87,64.13,18.4125,24.59,80.88,31.36,NULL,171.56,28.16,40.60265691,123.6746347,20.95,64.22,44.53,28.135,62.32,83.98,36.0909591,30.27,16.2275,60.2,48.54,32.92,21.6875,29.79925616,37.05,54.21
12/01/2010,7.42,56.03,42.02,60.43,62.24,17.0725,24.2,80.41,30.82,NULL,167.82,27.98,40.14569852,124.6584536,20.608,64.56,43.49,28.44,62.66,84.05,35.8049013,30.07,16.205,60.89,48.85,32.05,21.585,29.82729812,36.74,54.73
13/01/2010,7.52,56.53,42.15,61.16,62.33,17.125,24.64,79.8,31.29,NULL,169.07,28.13,40.28849802,124.3910077,20.96,64.97,44.25,28.515,62.59,83.78,37.12076718,30.35,16.35,61.52,49.02,32.54,21.785,29.78990884,37.08,55.01
14/01/2010,7.48,56.16,42.68,61.56,61.98,17.2975,24.95,79.55,31.02,NULL,168.53,28.3,40.52649718,126.3777488,21.48,65.1,44.69,28.565,62.65,83.5,38.13150474,30.96,16.2475,61.58,49.28,33.32,21.86,29.18233304,37.11,54.21
15/01/2010,7.35,56.25,42.39,60.82,60.12,17.1575,24.4,79.23,30.6,NULL,165.21,28.57,40.58361698,125.8715119,20.8,64.56,43.68,28.145,62.28,83.37,37.63567122,30.86,16.0975,60.82,48.79,33.75,21.535,28.58410456,36.6,53.68
19/01/2010,7.68,57.55,42.96,60.65,60.93,17.375,24.85,79.68,31.01,NULL,166.86,28.88,40.79305624,128.125699,21.05,65.35,43.28,28.21,63.48,85.12,38.73222612,31.1,16.1775,61.72,49.43,35.13,21.9625,29.19168036,36.74,54.03
20/01/2010,7.56,57.2,42.98,60.2,59.76,17.1375,24.41,78.15,31.19,NULL,167.79,28.66,40.32657788,124.410111,21.08,65.15,43.4,27.75,63.01,84.72,39.12317178,30.585,16.045,60.45,48.93,34.55,21.855,28.70561972,36.95,53.86
21/01/2010,7.43,56.63,42.16,59.2,56.85,16.72,23.98,76.24,30.61,NULL,160.87,28.48,38.77482335,123.216156,20.84,63.97,40.54,27.185,63.2,82.7,38.21732208,30.01,15.91,59.84,48.95,33.1,21.1125,28.63084116,36.45,52.92
22/01/2010,7.06,56.6,38.59,57.77,54.25,16.135,22.97,74.59,29.98,NULL,154.12,27.72,37.9656262,119.873082,19.91,63.2,39.16,27.12,63.39,81.48,37.06355562,28.96,15.745,60.31,48.31,33.16,20.6825,28.35976888,35.99,52.94
25/01/2010,7.25,55.71,37.79,57.78,55.14,16.0325,22.99,74.55,29.92,NULL,154.98,27.62,38.28930506,120.4652837,20.32,63.22,39.21,27.175,63.09,81.83,36.95866776,29.32,15.9175,60.63,48.89,33,20.5075,28.67757776,36.67,52.88
26/01/2010,7.35,56.58,38.1,57.71,55.85,16.3525,22.9,74.15,29.66,NULL,150.88,27.73,38.0513059,120.111873,20,62.79,38.44,27.07,63.81,81.63,36.78703308,29.5,15.935,60.69,50.23,32.44,20.2875,28.20086444,36.17,53.61
27/01/2010,7.42,57.74,38.67,61.93,53.44,16.35,23.15,73.7,29.32,NULL,151.5,27.84,38.32738493,120.6658681,20.24,63.44,39.33,27.255,63.73,82.3,36.84424464,29.67,16,60.81,50.9,33.24,20.9775,27.92044484,36.7,53.4
28/01/2010,7.12,58.08,37.43,62.56,51.86,16.04,22.52,73.24,29.35,NULL,153.29,27.34,37.90850641,118.201545,19.92,63.8,39.48,27.09,62.83,80.75,36.20538222,29.16,15.88,61.68,50.27,33.43,20.6625,27.41568956,36.4,52.61
29/01/2010,6.86,58.48,37.66,60.6,52.24,15.8875,22.47,72.12,29.55,NULL,148.72,28.01,36.78515036,116.902522,19.4,62.86,38.94,27.125,62.43,80.49,36.40562268,28.18,15.9375,61.55,50.67,33,20.5075,27.49981544,36.05,53.43
01/02/2010,6.95,58.72,38.21,61.7,52.94,16.295,22.73,73.58,29.52,NULL,153.13,28.39,37.48010792,119.0802959,19.61,63.09,39.63,27.19,63.89,80.44,36.5200458,28.41,16.025,61.99,50.69,33.13,20.915,27.67741452,36.38,53.48
02/02/2010,6.99,59.23,39.02,61.94,53.55,16.265,23.02,74.45,29.98,NULL,156.94,29.03,37.62290741,119.9017369,19.91,63.99,40.55,27.525,64.03,80.43,37.70241804,28.46,15.9825,62.9,51.09,34.05,21.0025,27.78958236,36.78,53.49
03/02/2010,7.12,59.07,38.33,61.46,53.39,16.405,23.07,73.21,30.75,NULL,157.23,28.47,37.32778845,120.0259082,19.68,63.63,40.29,27.435,65.21,81.5,36.92052672,28.63,16,62.65,50.57,33.32,20.88,27.28482708,34.62,54.27
04/02/2010,6.86,57.53,37.53,59.32,51.4,15.6075,23.16,71.37,29.67,NULL,150.68,27.93,35.91883342,117.485172,19.02,62.64,38.35,26.715,64.06,79.21,35.3758146,27.84,15.5225,61.4,49.73,32.46,20.7625,26.76137716,33.45,52.97
05/02/2010,6.98,57.68,37.85,58.4,51.75,15.52,23.7,71.18,29.54,NULL,154.16,27.98,35.67131429,117.9818573,19.47,62.64,38.3,26.545,63.37,78.54,35.02300998,28.02,15.425,61.3,50.28,32.54,20.64,26.86419768,33.31,53.45
08/02/2010,6.93,57.46,36.79,57.89,50.78,15.53,23.499,70.13,29.48,NULL,151.1,28.59,35.1001163,116.4153883,19.35,62.37,37.7,26.325,62.92,77.53,34.88951634,27.72,15.325,61.01,49.05,32.41,20.7625,26.51834684,33.29,52.93
09/02/2010,7.01,57.21,37.54,59.74,53.53,16.165,23.89,71.31,29.84,NULL,152.49,28.87,36.00451312,117.6857564,19.65,62.76,38.39,27.005,63.57,78.72,34.77509322,28.01,15.6275,61.76,49.57,33,20.8175,26.873545,33.61,53.25
10/02/2010,6.97,56.84,37.75,59.54,53.15,16.1825,23.76,70.75,30.03,NULL,153.63,28.65,35.90931345,117.3036908,19.69,62.73,38.87,26.895,63.25,78.62,34.5176412,27.99,15.66,61.67,49.69,32.71,20.91,26.98571284,33.3,53.24
11/02/2010,7.10,56.501,38.29,60.59,56.15,16.49,23.93,71.73,30.16,NULL,154.05,28.99,36.39483174,118.1824417,20.06,62.91,39.02,27.11,63.79,80.27,35.16603888,28.12,15.7375,61.96,50.2,33.12,21.285,27.14461728,33.6,53.08
12/02/2010,7.16,56.48,38.42,59.65,56.2,16.2725,23.76,71.01,30.07,NULL,153.93,29,36.04259298,118.440336,20.43,62.72,38.95,26.99,63.59,79.18,35.20417992,27.93,15.6225,61.76,50.45,32.18,21.195,27.04179676,33.49,52.9
16/02/2010,7.26,56.99,39.62,61.26,57.12,16.55,24,72.99,30.47,NULL,157.4,29.44,37.05170942,119.6151877,20.72,63.61,40.07,27.41,64.01,80.47,35.90978916,28.35,15.9125,62.83,51.61,31.63,21.47,27.27547976,34.08,53.56
17/02/2010,7.23,57.2,39.05,61.82,57.5,16.695,24.07,72.84,30.86,NULL,157.26,30.02,37.21354885,120.6658681,20.66,63.98,40.04,27.665,64.26,80.14,35.60466084,28.59,16.12,62.85,51.75,32.55,21.605,27.23809048,34.19,54.06
18/02/2010,7.25,57.27,39.15,62.89,57.81,17.1125,24.28,73.62,31.02,NULL,155.73,30.3,37.9370663,122.0795108,20.84,64.53,40.41,27.955,64.48,81.11,35.55698454,28.969,16.11,63.39,52.74,32.69,21.74,27.2474378,34.69,53.47
19/02/2010,7.20,57.38,39.06,63.59,58.25,17.23,24.36,74.05,31.23,NULL,156.18,30.15,38.28930506,121.4873092,20.82,63.81,40.03,27.86,64.74,81.52,35.74768974,28.77,16.0875,63.45,52.88,31.94,21.7025,27.12592264,34.86,53.49
22/02/2010,7.16,57.1,38.93,63.97,58.03,17.26,24.3,72.96,31.12,NULL,156.71,30.32,38.2226653,121.1625534,20.87,63.49,40.85,27.69,64.77,80.68,35.39488512,28.73,16.0775,63.42,53.04,33.08,21.7275,27.107228,34.75,53.83
23/02/2010,7.04,56.38,37.93,62.77,56.66,17.06,24.05,72.04,30.92,NULL,156.7,30.75,38.01322604,120.7900394,20.388,63.31,39.88,27.415,64.87,79.71,34.81323426,28.33,16.0325,63.21,52.36,32.81,21.53,26.86419768,34.76,53.62
24/02/2010,7.17,56.74,38.41,63.48,56.96,17.36,24.34,72.34,31.39,NULL,158.33,31.36,38.63202386,121.8693748,20.7,63.45,40.85,27.58,65.26,80.07,35.21371518,28.63,16.2325,63.89,52.79,33.62,21.4075,27.06983872,35.5,53.92
25/02/2010,7.21,56.25,38.04,62.87,56.79,17.0025,24.33,72.11,31.36,NULL,156.44,31.36,38.26074516,121.3726895,20.63,63.28,40.64,26.56,64.38,79.74,34.87044582,28.6,16.54,63.7,52.75,33.45,21.3075,26.99506016,36.02,54.15
26/02/2010,7.31,56.61,38.19,63.16,57.05,16.9875,24.33,72.3,31.24,NULL,156.35,31.2,38.23218526,121.4586542,20.53,63,41.97,26.36,63.85,80.15,35.16603888,28.67,16.9,63.28,52.59,33.86,21.32,27.04179676,35.24,54.07
01/03/2010,7.46,56.9,38.13,64,57.85,17.725,24.6,72.81,31.54,NULL,156.54,31.43,38.62250389,122.8054355,20.87,63.39,41.83,26.635,63.98,80.58,35.53791402,29.02,17.06,63.51,53.08,34.04,21.705,27.09788068,35.42,53.9
02/03/2010,7.46,56.87,38.39,64.44,58.15,17.96,24.61,73.32,31.88,NULL,158.75,31.36,38.72722352,121.7069969,20.6975,63.44,41.62,26.65,64.07,81.13,35.65233714,28.46,17.0075,63.71,53.29,33.95,21.6125,27.35025832,35.24,53.59
03/03/2010,7.48,56.9,38.28,64.45,58.57,17.6425,24.84,73.13,31.64,NULL,157.72,31.47,38.95570271,121.1912083,20.52,63.4,41.53,26.965,63.63,81,35.48070246,28.46,16.91,63.55,53.12,34.1,21.7,27.22874316,35.36,53.66
04/03/2010,7.53,56.77,38.89,65.55,58.45,17.7225,24.95,73.08,32.57,NULL,163.61,31.44,39.20322184,121.0383821,20.53,63.57,41.92,27.235,63.43,81.02,35.41395564,28.63,16.9075,63.67,53.55,32.95,21.76,27.35960564,35,53.96
05/03/2010,7.82,57.24,40.2,67.93,59.23,18.07,25.21,74.3,33.22,NULL,167.18,31.8,39.89817939,121.544619,20.79,64.04,42.81,27.35,63.67,82.44,35.74768974,28.5875,17.08,63.69,53.94,33.74,22.1275,27.32221636,34.99,54.14
08/03/2010,7.82,57.61,39.71,67.24,58.91,18.2375,26.13,74.64,33.19,NULL,169.84,31.96,39.4983408,120.7422812,20.77,64.2,42.59,27.23,65.12,81.31,35.6141961,28.63,17.205,63.19,53.8,33.1,22.6575,27.69610916,34.74,54.15
09/03/2010,7.96,57.76,39.7,67.79,59.18,18.42,26.13,74.3,33.31,NULL,168.85,31.68,40.24089819,119.9208402,20.94,64.27,42.42,27.09,65.1,81.99,35.31860304,28.8,17.2325,63.3,53.57,33.08,22.5375,27.95783412,34.39,54.06
10/03/2010,8.03,57.78,39.72,70.01,58.78,18.7975,25.872,73.96,33.33,NULL,171.94,31.71,40.30753795,119.9877017,21.19,64.29,42.93,27.1,64.94,81.56,34.96579842,28.97,17.28,63.01,52.89,33.24,22.88,27.808277,34.27,53.63
11/03/2010,8.05,57.49,40.11,70.07,58.9,18.855,25.97,73.99,33.81,NULL,173.51,32.13,40.57409701,121.8789264,21.25,64.22,43.18,26.8,65.21,81.26,35.16603888,29.18,17.4375,63.17,53.62,33.5,23.185,27.89240288,33.94,53.97
12/03/2010,8.09,57.43,40.76,69.83,60.36,18.9275,25.88,73.72,33.69,NULL,174.96,32.45,40.86921597,122.2036822,21.27,64.18,43.15,26.675,65.53,81.38,35.43302616,29.27,17.475,63.32,53.16,32.91,23.3125,27.78958236,33.93,53.9
15/03/2010,7.99,56.89,40.7,69.4,59.47,18.9,26.08,73.57,33.72,NULL,173.53,32.69,40.90729584,122.0986141,21.17,64.57,43.07,26.825,65.93,81.26,35.9956065,29.29,17.5975,63.7,52.73,32.53,23.1025,27.91109752,34.17,55.42
16/03/2010,8.02,57.42,40.92,68.72,59.45,19.1725,26.15,73.98,33.75,NULL,176.19,32.55,40.96441564,122.9009519,22.01,64.53,43.24,26.85,66.07,81.66,36.17677644,29.37,17.595,63.53,52.85,33.05,22.9125,27.97652876,34.51,55.99
17/03/2010,8.00,57.43,41.01,69.38,60.22,19.185,26.26,74.67,33.75,NULL,176.64,32.52,40.85017604,122.0317526,22.2425,64.65,43.79,26.92,66.38,82.18,36.31027008,29.63,17.72,64.01,52.99,32.75,22.8775,28.1821698,34.48,55.92
18/03/2010,8.02,58.31,41,70.87,59.77,19.2275,26.34,74.76,33.78,NULL,177.45,32.4,41.34521429,122.6239543,22.2,65.06,43.64,26.975,66.68,83.67,36.6630747,29.61,18.665,63.73,53.38,33.59,22.5325,28.3223796,34.82,55.94
19/03/2010,7.94,60,40.33,70.72,59.37,19.005,26.15,74.98,33.64,NULL,177.9,32.36,41.71649299,121.9839944,21.9925,65.11,43.45,27.375,66.53,81.96,36.29119956,29.59,18.38,63.84,53.46,34.39,22.21,28.42520012,34.53,55.34
22/03/2010,8.03,60.09,41.08,71.91,59.95,19.3775,26.28,74.46,33.95,NULL,176.1575,32.67,41.46897386,122.2418887,22.24,65.1,43.74,27.27,67.01,81.84,36.5200458,29.6,18.47,63.88,53.39,33.3,22.31,28.6495358,35.33,55.62
23/03/2010,8.16,60.06,41.24,72.18,62.41,19.275,26.64,74.77,34.01,NULL,174.83,32.59,42.06873174,123.5695667,22.6725,65.36,44.58,27.65,67.35,82.35,36.710751,29.88,18.6225,64.53,53.9,33.16,22.495,28.95799736,35.91,55.89
24/03/2010,8.19,59.07,41.01,72.32,62.06,19.04,26.45,73.93,34.39,NULL,174.41,32.32,42.34481077,122.7672289,22.43,64.75,44.94,27.31,66.8,81.61,36.24352326,29.65,18.345,63.61,54.06,32.72,22.1875,28.47193672,35.4,55.58
25/03/2010,8.09,59.26,41.42,72.49,62.14,18.9925,26.43,73.8,35.09,NULL,174.9,32.62,42.21153124,123.4453954,22.35,64.57,44.94,27.4,66.9,80.93,36.02421228,30.01,18.3925,63.62,54.08,33.12,22.6025,28.33172692,36.33,55.61
26/03/2010,8.25,59.41,41.12,72.59,62.44,18.7375,26.469,74.43,35.31,NULL,172.87,32.75,42.45905037,123.4644986,22.24,64.38,45.02,27.325,67.26,81,35.69047818,29.66,18.4725,63.69,54.35,32.63,22.5625,28.38781084,36.79,55.51
29/03/2010,8.30,59.91,41.48,74.11,63.48,18.6925,26.51,75.23,35.16,NULL,174.05,32.6,42.71608946,122.8245388,22.33,64.82,44.86,27.385,67.07,81.36,36.12910014,29.59,18.4925,63.73,54.76,32.84,22.56,28.4625894,37.49,55.74
30/03/2010,8.42,60.09,41.29,73.53,63.16,18.8525,26.65,75.3,35.1,NULL,171.38,32.69,42.79224919,122.9964683,22.34,64.9,44.58,27.435,67.24,84.28,35.90978916,29.77,18.4525,63.66,53.93,33.06,22.75,29.19168036,37.42,55.91
31/03/2010,8.39,59.8375,41.26,72.61,62.85,18.6125,26.03,75.83,34.91,NULL,170.63,32.35,43.09688812,122.499783,22.29,65.2,44.75,27.5,66.72,83.57,35.6141961,29.2875,18.375,63.27,53.94,32.67,22.7575,28.99538664,37.09,55.6
01/04/2010,8.43,60.8,41.7,72.99,63.99,18.885,25.83,76.69,35.55,NULL,170.22,32.38,42.86840893,122.499783,22.39,65.77,45.18,27.65,67.58,83.85,35.95746546,29.16,18.5025,63.36,53.92,32.99,23.1375,29.23841696,37.75,55.49
05/04/2010,8.52,60.42,42.67,72.04,64.99,19.2125,26.17,77.66,35.22,NULL,173.16,32.66,43.26824752,123.5504634,22.59,65.4,45.34,27.43,68.03,84.19,35.65233714,29.27,18.5275,63.76,53.33,33.14,23.1175,29.40666872,37.83,55.49
06/04/2010,8.55,60.29,43.12,72.36,65.29,19.7075,26.22,77.88,35.47,NULL,172.9,32.55,43.27776748,123.1492945,22.4,65.31,45.84,27.145,67.81,84.35,35.5188435,29.32,18.4775,63.11,52.59,33.41,23.1,29.1636384,37.4,55.53
07/04/2010,8.59,60.35,42.37,72.1,64.47,19.295,26.34,77.37,35.32,NULL,176.36,32.61,43.07784819,122.7194707,22.45,65.22,45.32,26.91,67.7,83.66,35.08022154,29.35,18.3975,62.5,52.5,32.93,22.6775,28.26629568,36.79,55.28
08/04/2010,8.57,60.52,43.69,72.28,64.48,19.4875,26.28,77.66,35.67,NULL,179.5,32.97,43.30632738,121.888478,22.31,64.93,45.76,26.88,68.76,82.95,35.07068628,29.92,18.4975,62.56,52.26,32.62,22.8725,28.19151712,36.85,55.38
09/04/2010,8.64,60.9,43.88,72.42,65.27,19.9425,26.6,79.5,36.22,NULL,179.12,33.25,43.57288644,122.9869166,22.55,65.14,45.98,27.295,68.68,83.49,35.25185622,30.34,18.795,62.73,52.4,32.26,23.13,28.11673856,37.07,55.07
12/04/2010,8.65,60.37,44.54,71.92,66.73,20.1275,26.53,80.43,35.89,NULL,177.84,33.48,43.78232571,122.604851,22.539,65.11,46.14,27.38,68.53,83.28,35.1374331,30.32,18.8825,62.7,52.02,32.26,23.2975,27.98587608,36.82,55.02
13/04/2010,8.66,60.68,44.99,71.19,66.19,20.1075,26.44,80.21,35.84,NULL,179.25,34.34,43.46816681,123.2448109,22.7699,65.68,45.87,27.51,68.92,83.94,34.9944042,30.45,18.8775,63,52.22,32.16,23.1975,28.10739124,36.81,54.72
14/04/2010,8.77,61.14,46.46,71.7,67.28,20.9675,26.88,80.58,36.2,NULL,184.92,34.98,44.10600456,125.365275,23.52,65.49,47.73,27.475,69.42,84.39,34.52717646,30.82,18.95,63.19,52.91,31.05,23.565,27.9017502,36.78,54.64
15/04/2010,8.89,60.64,46.67,72.09,68.22,20.9325,27.21,81.59,36.4,NULL,184.27,35.14,44.23928409,125.021416,24.221,65.51,47.81,27.13,69.16,85,34.36507704,30.87,18.91,63,52.88,30.63,23.6125,27.61198328,36.51,54.13
16/04/2010,8.84,60.72,45.1,70.79,66.88,20.87,26.98,80.75,35.83,NULL,160.7,35.01,43.62048628,124.7730733,23.92,65.02,45.55,27.485,69.03,83.76,34.05041346,30.67,18.7925,62.85,52.14,30.73,23.4625,27.64937256,35.86,54.11
19/04/2010,8.82,61.07,45.76,70.96,66.99,20.6625,27.07,81.32,36.17,NULL,163.32,35.17,43.55384651,126.3013357,24,66.03,45.39,27.66,69.92,83.9,34.2315834,31.039,18.895,63.22,53.19,31.23,23.28,27.78958236,36.13,54.39
20/04/2010,8.74,60.18,46.2,71.41,67.5,21.12,27.18,82.05,36.54,NULL,159.98,35.18,44.1536044,123.8752192,24.12,65.99,45.88,27.235,70.34,85.27,34.38414756,31.36,19.09,63.19,53.17,30.98,23.5125,27.81762432,36.06,54.52
21/04/2010,9.26,58.71,45.99,74.16,67.75,21.27,27.24,81.92,36.56,NULL,158.93,35.27,44.44872336,123.2066044,23.8,65.39,45.35,27.095,70.36,85.7,33.12549324,31.332,19.18,63.63,52.8,30.26,23.2825,27.63067792,35.87,54.47
22/04/2010,9.52,58.16,46.77,75.59,67.51,22.175,27.32,81.2,36.78,NULL,159.05,35.72,45.16272084,123.3403273,23.99,64.78,44.74,27.155,71.03,86.05,32.20057302,31.39,19.5575,63.59,53.79,30.46,23.785,27.36895296,36.06,54.49
23/04/2010,9.67,58.88,48.05,75.13,68.78,22.04,27.47,82.67,36.79,NULL,157.4,36.39,45.4292799,124.1617684,24.04,65.04,44.94,26.94,71.15,86.58,33.81203196,30.96,19.475,63.54,53.38,30.95,24.1475,27.1539646,35.86,54.53
26/04/2010,9.62,58.43,47.14,74.34,71.65,22.1225,27.57,82.59,37.04,NULL,152.03,36.49,45.95287806,124.8685897,23.82,64.76,43.89,26.865,71.02,87.44,33.37341,31.11,19.505,63.94,51.92,29.85,24,27.05114408,35.69,54.04
27/04/2010,9.36,57.84,45.79,72.48,68.53,21.4525,27.01,80.23,36.32,NULL,153.04,35.29,44.68672252,123.0442265,23.35,64.28,42.41,26.435,70.53,87.97,32.87757648,30.845,19.185,63.11,50.53,29.8,23.2375,26.873545,34.9,54.04
28/04/2010,9.34,58.18,46.08,72.37,68.97,21.5375,27.038,80.62,36.29,NULL,157.01,35.19,44.79144215,124.2668364,23.26,64.62,43.46,26.68,70.34,88.24,32.95385856,30.91,19.11,63.17,51.12,30.44,23.4025,27.21939584,35.2,53.61
29/04/2010,9.59,58.59,47.6,73.79,70.75,22.035,27.53,82.29,37.22,NULL,160.24,35.56,46.19087722,124.6106954,23.49,65.01,44,26.87,71.52,89.33,33.6117915,31.003,19.3925,62.2,51.42,31.3,23.205,27.31286904,35.87,53.7
30/04/2010,9.32,57.31,46.12,72.43,68.09,21.4,26.93,81.44,36.84,NULL,145.2,35.23,45.19128074,123.216156,22.84,64.3,42.58,26.725,70.59,88.67,33.41155104,30.535,18.9775,62.16,50.74,30.31,22.5575,27.0137548,35.15,53.64
03/05/2010,9.51,57.59,47.2,74.39,69.94,21.93,27.54,82.83,37.56,NULL,149.5,35.87,46.18135725,123.7892544,23.26,65.33,43.53,26.88,71.42,89.81,33.63086202,30.86,19.4425,62.68,51.21,30.26,22.3175,27.37830028,35.62,53.74
04/05/2010,9.24,56.83,45.86,72.79,66.7,21.6475,26.5575,80.76,36.59,NULL,149.45,35.42,44.61056279,122.3756117,22.56,64.7,42.47,26.59,70.64,87.68,34.14576606,30.13,19.3375,61.71,50,29.49,22.0925,26.873545,35.13,54.02
05/05/2010,9.14,56.6,44.43,71,65.96,21.305,26.55,80.19,35.34,NULL,148.19,35.24,43.67760607,121.7452034,22.1725,65.14,42.63,26.83,70.66,86.59,33.93599034,29.85,18.8025,62.16,50.62,30,21.6075,26.80811376,35.73,54.77
06/05/2010,8.79,54.75,42.5,67.97,63.5,20.225,25.488,77.2,34.01,NULL,142.32,33.96,42.17345137,118.3639229,21.51,63.4,40.81,26.15,69.42,84.24,32.67733602,28.98,18.075,60.75,49.8,29.24,20.73,26.18184332,34.66,53.23
07/05/2010,8.42,54.46,40.6,66.72,62.1,19.38,24.71,77.1,33.41,NULL,142.99,33.43,41.43089399,116.6255244,21.31,63.31,40.76,26.335,68.01,82.63,31.93358574,28.21,17.6525,60.31,49.26,29.02,20.5725,26.35009508,34.87,52.4
10/05/2010,9.07,55.58,43.09,71,66.69,21.3725,26.13,79.89,35.29,NULL,143.83,35.29,43.85848544,120.6085583,22.55,64.75,41.95,27.02,70.58,85.97,32.6582655,28.94,19.1625,62.42,50.09,29.88,21.4975,26.74268252,35.57,52.58
11/05/2010,9.16,55.93,43.33,71.42,66.07,21.55,25.96,79.7,35.76,NULL,141.97,35.63,43.64904617,121.20076,22.28,64.67,41.55,26.805,70.48,85.04,31.95265626,28.88,19.1075,62.37,49.78,29.85,21.04,26.5463888,36.17,52.46
12/05/2010,9.36,56.6,44.1,72.87,68.15,22.1,26.74,80.06,35.13,NULL,147.2,35.89,44.62008275,126.7311595,23.09,64.9,41.69,27.01,70.67,86.44,32.07661464,29.44,19.4625,63.02,50.19,30.32,21.42,26.8268084,36.57,52.48
13/05/2010,9.23,55.88,42.81,71.76,66.91,21.67,25.53,78.92,34.75,NULL,144.65,35.27,43.97272503,125.5849627,22.5,64.67,40.81,26.745,70.5,85.59,31.76195106,29.24,18.8875,62.75,50.17,30.18,21.4325,26.81746108,35.86,52.4
14/05/2010,9.06,54.69,40.64,69.82,64.88,21.18,24.94,77.83,34.06,NULL,143.23,35.2,43.29680742,125.3079652,21.89,63.97,39.89,26.67,69.59,84.68,31.35193488,28.93,18.435,62.54,50.12,30.39,19.315,26.64920932,35.38,52.12
17/05/2010,9.08,54.81,41.22,69.68,63.78,21.31,24.87,77.73,34.2,NULL,142.64,35.59,43.25872755,124.5915922,22.02,63.88,39.84,26.705,70.14,84.68,31.25658228,28.94,18.4075,63.38,50.12,30.44,18.6775,26.78941912,35.71,52.73
18/05/2010,9.01,54.67,39.84,67.725,63.19,21.04,24.3625,76.8475,33.73,NULL,137.36,34.73,42.57328997,124.1235618,21.43,62.97,39.02,26.55,70.02,84.02,30.8465661,28.5975,18.2325,63.21,49.83,30.18,17.5225,26.56508344,35.2,53.705
19/05/2010,8.87,55.26,40.17,66.21,61.44,20.4,24.26,76.6,33.39,NULL,140.1,34.38,41.75457285,123.082433,21.6,62.22,39.38,26.56,69.4,82.54,31.10401812,28.24,18.0625,63.22,50.14,29.99,18.2425,26.64920932,34.81,53.04
20/05/2010,8.49,52.94,38.62,63,58.67,19.7575,23.31,73.6,31.99,NULL,136.1,32.89,39.7839398,118.2493032,20.79,60.55,37.83,25.77,67.66,79.58,30.34119732,27.11,17.5775,61.61,48.42,28.96,18.205,25.94816032,32.71,51.3
21/05/2010,8.65,52.44,39.82,64.56,60.09,20.81,23.46,74.48,32.87,NULL,140.62,33.02,40.05049886,119.7966689,20.9075,60.88,40.05,25.795,67.86,80.7,30.55097304,26.84,17.8475,61.85,49.23,28.7,18.55,26.13510672,33.1,51.37
24/05/2010,8.81,52.66,39.04,63.15,59.22,20.5475,23.37,73.44,32.48,NULL,136.69,33.22,39.83153963,118.8701598,20.67,60.57,38.62,25.73,67.66,79.59,30.37933836,26.27,17.835,61.4,48.49,28.83,18.6375,25.69578268,32.74,51
25/05/2010,8.76,52.55,39,62.78,59.21,20.5325,23.31,72.57,32.32,NULL,142.56,33.98,39.7839398,118.9370213,20.85,60.35,38.94,25.31,67.84,79.47,30.57004356,26.07,18.2275,61.05,48.67,28.87,18.2425,25.6116568,32.91,50.28
26/05/2010,8.72,50.36,38.17,63.26,59.73,20.9375,22.89,71.55,33.07,NULL,140.3,34.04,40.08857872,117.7048597,20.7,59.66,38.78,25.04,66.01,79.17,30.91331292,25.01,18.13,60.44,48,28.79,18.35,25.17233276,31.92,50.02
27/05/2010,9.05,51.43,40.33,65.13,62.06,21.75,23.67,74.36,34.37,NULL,144.95,34.55,41.33569433,120.723178,21.76,59.03,40.42,25.615,67.2,81.43,32.05754412,26,18.475,60.95,49.73,29.32,18.4225,25.77990856,32.34,50.7
28/05/2010,9.17,51.78,39.87,64.18,60.76,21.6325,23.16,73.87,33.42,NULL,144.26,33.86,40.71689651,119.6438426,21.42,58.3,39.58,25.7,66.87,79.31,32.12429094,25.8,18.095,61.09,49.47,29.07,18.115,25.72382464,32.04,50.56
